,ID_ALUNO,ID_MATRICULA,NU_IDADE_REFERENCIA,TP_SEXO,TP_COR_RACA,TP_ZONA_RESIDENCIAL,ID_TURMA,CO_ENTIDADE
1987,B78F99DAE8337BA30C9B4B0E69609CF6,309106833,2,2,0,1,12341553,31362476
1988,AD0E25F8CC7FFD423988C1A8ED6B85FE,307402540,10,2,1,1,8826138,31292451
1989,0C537E35FEB9E627CF4099B4C8FCE6C9,307440626,1,2,0,1,13014701,31360325
1990,E5F114104A5D3FE12B86AA1683771F85,308675094,1,2,0,1,12341509,31362476
1991,944225C17B5EF180511C876A0A6EEEBE,285210211,21,1,1,2,12359609,31326160
1992,B4D38D882BD2ED89CF6B72645EF8556C,230910966,9,1,3,1,1740025,31205231
1993,6090739A9B8794CC8463900C5031191B,66087288,13,2,1,1,1740462,31205231
1994,E9AFA3EF15F2120723C50495DBD96544,20664450,12,1,1,1,893282,31205249
1995,25D7100D49C8EDD67E8984D29B6FFFF7,287432659,13,1,1,1,12097645,31203092
1996,EE3687818320EEB4AB96B1F19FA3E80E,287086485,8,1,3,1,1932308,31203068
1997,18FE3324BEE0169D1B58AEBB163304E7,325014143,4,1,0,1,12460650,31203076
1998,872EFEDF19EC5ADDBAB33953701D3C8B,326138279,4,1,0,1,14219389,31203092
1999,93BA2C5A0A1086EACD284EE09557B84C,326161431,4,1,1,1,14219428,31203092
2000,BFAB79977F146187B9DFF89EDAD9ABB0,310045999,2,1,0,1,13014170,31360325
2001,1360DE05732DB59BAF7CF81B89F29E6F,312321816,13,2,1,1,6684541,31354848
2002,7DA0CD67AEA59935435D5AE4A5E85BF0,312322130,13,2,1,1,8823647,31292451
2003,C0957915B6D7503450B8CB047F243B00,310150202,3,2,1,1,13014866,31360325
2004,F9A235B7642AFBDD6B1263D818EA7AB0,227556317,9,1,1,1,9284730,31203068
2005,FBE709FA333496F444A67719DA99D5E7,66092968,7,1,1,1,1741031,31205231
2006,CD9E32D7FD4887E541869D430298B4F1,85943672,14,1,3,1,1741040,31205231
2007,7299F6A9729538AF3060DAD9A6E69F44,286507211,4,1,3,1,11989958,31266965
2008,EA80D326B9455F18A5B803DF07AC38CA,113313536,11,1,0,1,12405556,31217751
2009,A20DBC5F571406641BD23B188EFDB15D,294993996,16,1,0,1,12851366,31202975
2010,1CFD98C20BF21979F483720A769FDF12,323379958,2,1,0,1,13068638,31352055
2011,4EF5BAEBA6C662075CE09E20434264F8,322134676,14,2,0,1,8828086,31205265
2012,CA6138E24FDF26BBEE818F85FFC00ADE,327657130,13,2,2,1,12851476,31203106
2013,06A71152563AF6151AB4BDDA77BDCDC3,320865176,15,2,1,1,13193550,31292451
2014,B089990F3CCA285D434E740F8A3D0395,322157501,14,1,1,1,8828086,31205265
2015,70203AEF7A02F8888CBE989AFC5489B8,321123740,16,1,0,1,8827138,31292451
2016,DE9647887BE89591EB66DF9ABCA47A45,230619719,14,2,2,1,12100135,31203092
2017,4BEAABB3C3A79D0CE793BA0731328364,287538450,13,2,3,2,12012625,31202878
2019,11DE9F56871AF5C9D3390CB2DC8F565C,1882678,14,1,1,1,8818115,31203122
2022,EC82E4C5F2AE50113188D90B6E3B0717,290770979,45,1,2,1,12222238,31364355
2023,B396AF438EDE890C27647AE06036043D,1534103,12,1,1,1,143986,31203122
2025,B53D3A31024297ED554EA805E393641B,1560450,14,2,3,1,143989,31203122
2027,03BE8C70C52710A0121FFB9C8D071517,300992237,17,1,3,1,143995,31203122
2028,35895663C5D22E57B844F82F9DF7DA90,1560460,14,1,1,1,143991,31203122
2030,12ED5016251302FE6E7820988CCDB6D0,277790151,4,1,1,1,8839630,31203017
2034,30B30DF143C3B280873163D8988638B9,278361697,10,2,3,1,11990394,31266965
2035,BC0143C8795BA75353854B11CB708062,279026961,5,2,0,1,11993200,31244279
2036,3E5E37E1AC5B38D15E39D8D9AA090307,279094428,15,1,0,1,11959212,31210609
2037,0BE0E0A6A392B002286F4B6A105F10E4,227273739,11,2,1,1,12012545,31202878
2038,A1CAA7066A248C97053B93189707B9F6,302759538,1,1,0,1,12344904,31348449
2039,776D8C12AA6A5B07642F37698A6F3C22,193062060,6,1,0,1,646568,31203076
2040,1BB7C0C00BDC5CE237BFBD1B261CEEBB,279565529,7,2,0,1,9060215,31244279
2041,F38B8D67A0688691400D259ECF5A2EEC,169700905,5,2,2,1,12153206,31288144
2042,ECADDFD90D22B98B8703ED5D3CFF5470,280415499,9,1,2,1,9064085,31244279
2043,20BBE581DA5A39FD2355290017F0E3E7,303462270,17,2,0,1,13212560,31202967
2044,4873DFDC7B2D777E414EF82EF09B37CB,302033227,15,2,1,1,143996,31203122
2045,996AE802D254DBD0DD45F808926CC73C,237597750,13,2,1,1,6363555,31205265
2046,59A7EDC4672F02973BE42928E3F70810,182422931,6,1,1,1,12101555,31202983
2047,6F2E117E3D5011D340232D813D76D38A,185674591,7,1,1,1,12130062,31202983
2048,DB27EA69C40828E9FDE585FCD1510269,230376987,10,2,3,1,12183810,31202983
2049,6FB7950B537D988FA0FA4769C07E1B37,280962388,10,1,0,1,9062934,31244279
2050,856D45966C1438798E388B7AFB0F71B3,303458472,19,2,1,1,13212563,31202967
2051,9E2BA9231E7AB47D794ACDBCC44CA2AB,303461205,14,1,0,1,13212017,31202967
2052,548DFD4F102F2305A070B92B266FB499,303462523,29,2,0,1,13212562,31202967
2053,82850ACB3AA66E8F3B06D5F4170A1A00,24481836,8,1,1,1,11959971,31326054
2054,95D68FA89FEB8587D0728D2012BFFBD5,103682223,9,2,1,1,12186664,31202983
2055,7C7551300F1A54F1CFA6C3A580D3443B,303458523,74,2,0,1,13212562,31202967
2056,377BE25C3AC526D7119F1258C53DC762,303458752,15,2,1,1,13212558,31202967
2057,5C6E27E249F9E559A164D2AE96CE74E9,304499487,6,2,1,1,8826062,31292451
2060,7C92BDC416146C240200885F8D92DAD1,225210921,11,2,1,1,6685394,31354848
2061,750D3EAF0BE6C3EDCEFA50734ABBA19E,233400775,17,1,0,1,12011382,31202878
2062,1811D1E35B39FA31774235BC66AF0E33,281571927,13,1,1,1,9064047,31244279
2063,47560CC1F57BC15771227C9B663F02BF,281592873,17,1,3,1,12165588,31326160
2064,FAA5C7B3EEBDF068AC7BC9A0409B6FEC,281560689,12,2,4,1,9064047,31244279
2065,E690BCC16CE2DF312D2E8B843794711E,225198117,10,1,3,1,12206593,31354848
2066,99741D94D8F1998B1E1A1048F3AC19FF,281730399,13,2,3,1,9066600,31244279
2067,E9DC5DEF8092B24D36CCDD42DD949049,223494926,5,2,3,1,12133199,31316245
2068,FAABCC22D6DA9EAC87555E455822E880,295155052,13,1,1,1,12857794,31202908
2069,93A6B95CAEFB921672FAED46F28C6727,295155098,11,1,0,1,12857792,31202908
2070,C3E15E1C5B96DB29C8A5636854D972A3,295155103,16,1,2,1,12857800,31202908
2071,27B5740645B167CB5351EA814C551981,295006973,8,1,0,1,12851446,31203106
2073,4D1C3B060E9D42AF19AEA64526DB9C48,295128079,7,2,1,1,12858019,31217743
2075,A219C89A54BD9E45B703489C848B834B,294993060,15,2,1,1,12851158,31202894
2076,97CB509C7DB5235A3945F038C2E53EDB,294994321,9,1,3,1,12851167,31202894
2077,29DC1B5F484B16999DE47BF0A114B42C,295006380,14,2,1,1,12851461,31203106
2078,9E1FE8ADC29584AAB4997C782CECC5AF,295006415,18,1,3,1,12851466,31203106
2079,E1BA7136D1086FABD52CD792EBF53CE7,295006701,14,2,1,1,12851469,31203106
2080,5BE1BC18128C9964BEF491FABA409B42,295127507,14,1,1,1,12858032,31217743
2081,1A7EFB68D06BA5756CDCBB477587F29F,295288831,9,1,3,1,12242238,31261009
2082,0D09E1826CAB037CA75654D5FD325EE0,303458500,15,2,0,1,13212019,31202967
2083,0B67AA6E136F829271F81BCE6BBAB060,303461097,18,2,3,1,13212558,31202967
2084,814B1571A23D99EE070C031C9872119A,303461127,17,2,3,1,13212018,31202967
2085,1A653C20100BCC3642FBD775B143A3BD,303458818,18,1,0,1,13212018,31202967
2086,8D02A382B605EB97C9D876B37B63723B,303458849,16,2,0,1,13212559,31202967
2087,C9542EF7AD46A916A70C741BEBEE34E5,227018276,7,2,3,1,9284730,31203068
2089,7E3CC4D003A866C72771797BD18F588C,116815546,13,1,1,1,1741041,31205231
2090,9C4279ED0D0D9955E8D94C976C41748A,88203033,6,1,1,1,1741029,31205231
2091,25CF331B770C3D2F07C8A3B9F1AD5770,234463026,10,1,1,1,8824539,31205265
2092,B28A9A23F1E1ED7CCE3A499A48A87969,287006921,2,2,1,1,12500805,31360333
2093,AE541985EB33326452F55FA67812CDB2,111229545,5,1,1,1,1741027,31205231
2094,C9CD9A7EA7CCB78F3DBA0EBF61FBE121,287056502,1,1,1,1,12501887,31360333
2095,9A0734D138B6F9C684B3535B4D3858AE,66099525,17,1,1,1,1741044,31205231
2096,11CF049D912B7A80C06E159529118851,287405845,7,2,3,1,11959457,31326054
2097,8C47463466E195225DEBA035ADF89E28,295685780,5,2,0,1,12838434,31261009
2098,C6EA21E8B312549AA2FA74D114159E16,303458479,15,1,2,1,13212027,31202967
2099,1733611CC802BF720EFA7EC0CEC427A8,303458933,33,2,1,1,13212562,31202967
2100,42578745844D0239717D2735FF948C64,287416902,15,1,0,1,12097645,31203092
2101,C94ABD7C8E77751A711A486773D70C05,229226418,3,2,1,1,1738691,31205231
2102,ECEE03DE379F8978854EB9D929428005,288596837,10,1,2,1,12542542,31310573
2103,AF90DE97C097DD9373EBC285D821EE0D,31155033,9,1,1,1,12456066,31203076
2104,F1C751AF2887E1D5F7B29101C95CBE23,42181647,8,2,3,1,3060684,31203076
2105,E6895507BC8D303BCB1559104AA73EF9,249108269,2,1,0,1,13022756,31288144
2106,8AA634F970ACDFA9D40E5D3645CDB833,298894233,30,1,2,1,12665988,31202983
2107,7779A49D9D39A5A50FCF11BF7D5C39F1,295063017,34,1,3,1,12223120,31364355
2108,6F9B598600F8063F67EA5FE77F0C500D,303458504,19,2,0,1,13212559,31202967
2109,415669DCFC356B4020A51860ADBEDF44,225588795,7,2,3,1,12240822,31261009
2110,10464A4341E2035F4ED7783244767388,288431120,4,1,1,1,11990161,31266965
2111,5D4FD9B6A1687FAFE356535D3CA69763,288329528,14,2,1,1,12100113,31203092
2112,9BA37E5003E43D892A2FD5031D6DCCDD,288853480,8,1,0,1,12541734,31310573
2113,B9E8FACEA99F55EAEB45858E91B4A105,237540839,4,1,3,1,12460584,31203076
2114,435AE5283FBB18101D6739AF59C73A30,227929823,15,2,3,1,12100135,31203092
2115,C3E90017F8438D0D2C07235C6898EA50,290513226,10,2,3,1,12405556,31217751
2116,65F24F38678F9D7D3E9EF56BF8BE2FC8,248181006,4,2,3,1,13020281,31288144
2117,D7942C014A62D8F00F3C90719D0D3E0B,299114494,6,1,1,1,6110217,31203122
2118,B7FB4F6C6A93BAAA590896581DCDCDCE,290487539,7,2,3,1,12009562,31202878
2119,5B9E8520E93C35928C65A71DCAB8D494,290122351,6,2,1,1,12241802,31261009
2120,FA9DD4C4D7CFC29A04082E459387EFE8,290606756,3,2,3,1,12403775,31217751
2121,25E7A4C3E5AFEE9907B8252DC4FBA3CA,291776124,4,2,1,1,12539549,31310573
2122,C75959834913481DBDF92110A3514F8D,307557374,11,2,1,1,87491,31205265
2123,A7681757E025572AF78F6F84511B4C51,307939656,3,1,0,1,12428099,31295621
2124,0B7342C8CCEECC7BA1B8299ED19FBB86,307381632,10,1,1,1,8826138,31292451
2127,B91F740FDC39FA45E5C9856F88ABD53D,291558824,10,1,3,1,12012443,31202878
2128,9F6B084A3A4BE1F5C5EE2706432E39CA,292247784,5,1,0,1,12710527,31261009
2129,F6DF958CDC031FE6B26B714731F1BE7F,236794297,13,2,1,2,6363555,31205265
2130,AABC83E44808A587DFC493E4CEBF7D81,234422314,10,1,1,1,87494,31205265
2131,64F2A1CC14E1311F886D73AA7615B056,312435088,13,1,2,1,13194408,31292451
2132,02E6030ED29F037C41101C2E567323E5,312808307,1,1,2,1,12661583,31369047
2133,241568C2469C232FFAA5C3264A3AD0CD,292672665,22,1,2,1,12521297,31245674
2134,0E0E7074946F2BD9B5F60B7D31261A43,279277004,5,2,1,1,12131061,31261785
2135,6FA0374B4610A19D555BFF79B41D5787,279294155,4,1,3,1,12130563,31261785
2136,C1137F686B0821ABFB6CD5E7C36DE617,224876678,5,2,1,1,9210286,31354848
2137,C8D4D85CF6FB2596A1D16B7C4F74DC1E,103219404,6,2,1,1,12127965,31202983
2138,64ACA4F81610295259031E026FF6B3A2,222667766,5,1,1,1,5975481,31205265
2139,F3F2C8A305688EE0AC321AAD7374071D,248070807,5,2,0,1,12153206,31288144
2140,D713E375B098F334241E908D8A820DFB,279649335,4,2,3,1,12131524,31316245
2141,7A1D0462E2C08E0D1ED4E6FD55CDBF74,279862595,6,2,1,1,12101415,31202983
2142,73A6ED24164B7E13A6ACC2C091861CD1,165994775,5,1,3,1,11956867,31326054
2143,DA04A73B4CD71ADA9E0EBE7AF015253E,103179298,6,1,0,1,12101555,31202983
2146,5DA05A809C7AA737133610833AB36795,183955336,6,2,1,1,12101359,31202983
2147,5AF25C15B748597556133F06DD10890E,224085871,5,2,1,1,11956946,31326054
2148,1FBF94345A25F09373F9C28BDF9CF802,226038891,5,1,1,1,11956946,31326054
2149,0CA73F837D1947CBA547BC2834675704,185067213,7,1,1,1,12127989,31202983
2150,D69079A01DCAE0872612833A0B3DB925,18021372,8,1,1,1,11959971,31326054
2151,BCF81EE962DF5A4D6D058786F6867796,185716477,8,1,1,1,12130083,31202983
2152,8F591C202DBF6CF62D2C2825B05C711B,280212122,9,2,3,1,9060621,31244279
2153,51DD4732EAC53B96F31F62B19ADE1245,104079935,10,2,3,1,12183784,31202983
2154,B2C800CE3EE175AC6B7BD80C054FE4FE,280380252,15,1,3,1,12151244,31346314
2155,F43FB01668B0F71DB3DFC573B793CD5A,224087413,5,1,1,1,11956867,31326054
2156,BB4BB4BACA98E4B1326470E179916709,169824948,5,1,1,1,11956867,31326054
2157,6701CDCCD02059996458D224776E90A0,233483119,14,2,1,1,12011353,31202878
2158,D446C2E5AFDE698AA4AF8A7438934A75,280642209,7,1,1,1,12127950,31202983
2159,699816DD8E0FDC2B20AE880F13431C2B,229149844,2,1,1,1,9254522,31242471
2160,564BC5421A10838E46E478AF004EA216,326622325,2,1,0,1,14228114,31203092
2161,38224E28877570BDD522F1C3574BE450,295005336,15,1,2,1,12851416,31203009
2162,7B183E206E0DB4E3E43D9218A515CD6C,18206055,10,1,3,1,11961555,31326054
2163,4CA4C4A8DF141245C3B5606D9A86E84C,234215093,16,1,1,1,12011382,31202878
2164,F363C54C72DC22CE90BEAB42C060EBA4,104190711,9,2,0,1,12217321,31202983
2165,9FF795C68BE71F2F9AD6F0532398006F,280933097,11,1,3,1,9064446,31244279
2166,7E83ACAEA5F11329D54E46AB1918D877,281124564,17,1,0,1,12151635,31346314
2167,D82C81E12B285FF5C812EEF6DC61ADED,166347637,6,1,1,1,12045953,31203092
2168,36DA347CCB4799D0A8EA276068566A6E,103584165,8,2,1,1,12130083,31202983
2169,1727570EE443B7F94249FC12482092FE,281459940,6,2,0,1,12241704,31261009
2170,BB3394F6B14E1B5FE797083FD95E35A7,281453781,11,1,0,1,11898054,31251933
2172,EC34066052286F1E68D9E220D08384E1,281597473,12,1,1,1,9069200,31244279
2173,29E7E3D2A0C91117D4C56D6B2077CED6,281587075,19,2,1,1,12165588,31326160
2174,25B206C0DD26018DD1D0676C5A7B17DC,208655165,5,1,1,1,12060938,31328294
2175,ECF3A1E1652D054AAB6327EF37034310,281601522,17,2,1,1,12165588,31326160
2176,D3ECE9CB3DA0EDEFFF4DF05994ADD501,282237941,14,1,3,1,11899323,31251933
2177,4524C5EBB3A0213B3738EF45168F6177,224904023,6,2,1,1,9208704,31354848
2179,2FA847971EC368485FB29B51BB116719,23869762,12,2,3,1,12116493,31328294
2180,6A9EF836CA74F64C5693D2728E7D94D3,222688027,14,2,3,1,12147379,31316245
2181,E7BC72C7CB09744D3BE44A6807284FC8,282665252,15,2,0,1,12147461,31316245
2182,9426EA11A39FCE5104C51A0FD3D953AC,19456701,13,1,1,1,12330539,31202983
2183,C39ECCD476D36F5DA60AEDC45D15C71E,19301296,14,1,3,1,12341134,31202983
2185,9CE8D0868F4EBE8124185C7EE76550B8,295004124,17,1,3,1,12850441,31203009
2190,128CD06304DE359C9F2E3C25B49DFDBC,221629873,7,2,1,1,12060089,31203092
2191,6D1366AFC0742EF388B7086E748C22D2,284732550,8,1,1,1,12087721,31203092
2192,97AA608963E29C015494711980495B33,222116673,9,2,0,1,12089658,31203092
2193,82117976226E6E8BA326D6A17A5A846F,295004218,13,1,2,1,12850438,31203009
2194,5962BC45FAA9D6948A9FE1962B4D0FFE,295004464,16,2,3,1,12850453,31203009
2195,B865C5B78867E36DF000625B7833D761,295004473,17,2,0,1,12851410,31203009
2196,D45178FD3E17BFC20FDD86830EBF9F64,295004550,15,1,1,1,12850454,31203009
2197,B25C6EB61512230DA46815A912720E6C,295004772,12,2,3,1,12851456,31203106
2198,D298B08C8C1026BDF748441EB0E47ED7,295003576,33,1,0,1,12850460,31203009
2199,85446585E58500F1262C0925C5E919FD,294993346,7,2,3,1,12851165,31202894
2201,7527D2A54397275478A55AB599FAB952,294993391,11,1,3,1,12851167,31202894
2203,CAFA08246E333445104738A94A166F83,295003656,24,2,0,1,12851412,31203009
2204,01E7E566428A6B7897C0712A7437435A,295003670,21,2,3,1,12850459,31203009
2205,4D93C55D5DF9856EF6AF105D9CCD3E66,295004967,6,2,2,1,12851474,31203106
2207,9713843D418B17BCD638F6A770CA800D,294993675,16,1,2,2,12851361,31202975
2208,D5A2475F5CE5C94A21B9BDAC3431D76F,302827679,2,1,2,1,12501717,31360333
2209,10E3FD66ED82100DD3BE03723F078339,283358938,6,1,3,1,11990231,31266965
2210,A6F15E019001EE584CA2AC2CCF3DA04B,284711681,7,1,1,1,12086651,31203092
2211,2A1CA9F010989F9217969241FC572D3B,113377333,13,2,3,1,12147739,31316245
2214,0DBD3301F14CE02C5C648719E9287C02,284971856,49,2,2,1,12414125,31202983
2215,F780525DFB349A754E23750B7D479AA0,283626750,5,2,3,1,11990008,31266965
2216,A9C6B39EEE36F949494221D4CD88C245,286002073,3,1,1,1,12451011,31360333
2217,1D01646165131C52588CF699C7CBF007,20670960,11,2,1,1,893284,31205249
2218,504BD95856FE882C476BDF0B3973C4C3,88054186,9,1,1,1,1740025,31205231
2219,A37805DBCD75E3E87C7386094F410D20,295004325,17,2,1,1,12850448,31203009
2220,2EFD18C53C5E25F9DCE2A854B354A463,295003048,17,2,3,1,12851410,31203009
2221,649ED21F374F9D34DB586903767D88D4,295003089,28,2,1,1,12850462,31203009
2222,70CD01580A3AF66DF332F1599CB322DD,295004662,18,1,0,1,12850458,31203009
2223,FAE154B7C580745BC31D9BD23539E3F4,295127948,13,1,1,1,12858029,31217743
2224,084D78F8A6950D10C4364FF0E2556F9E,295128001,8,2,0,1,12858020,31217743
2226,104DB172A11EB8751E9EE3C1C2A5F423,295006167,16,2,0,1,12851478,31203106
2227,999A3C03FF8A6BE5712448C08DE9DB36,295006235,16,1,0,1,12851471,31203106
2228,4C159BF14C0DAFCE4E81D8A4F1EEA869,295127351,17,2,3,1,12858038,31217743
2229,C8F5D64AEC1A9F92BC8EA0AA3E105154,220688681,3,2,1,1,6204814,31205265
2230,0ADF665FEE5CB428E554107BF4143603,295155226,12,1,0,2,12857791,31202908
2233,BAB12FA742529D32747CBB42F6725CF1,284995377,19,2,1,1,12359609,31326160
2234,7EC6AB9436A06F606DAFBE355B042B5C,230094048,3,1,0,1,1743561,31205231
2235,3431C3C33DF275722CD130340A241E65,66102311,9,1,1,1,1741033,31205231
2236,7213ACA6F45870B1BD1472B44AADF2B2,227897539,12,1,0,1,12097513,31203092
2237,8F086A818471FA5A7BE0E4030523D804,285920206,2,2,1,1,1741026,31205231
2239,E14A2683A7B59ACB250E970E5190E432,223219576,11,1,3,1,12094604,31203092
2240,760AF744171D88AE2A158DD7E5BBF8B7,227595566,9,1,3,1,1932310,31203068
2242,E845942F6162D3692E398CB77BD6EB35,286068579,2,2,1,1,11891322,31347949
2243,2B3736D4E695629CE110C508714F350C,295127030,11,2,1,1,12858047,31217743
2244,0E77435BD59C36F4192C764358B2EEBD,295002860,20,1,1,1,12850459,31203009
2245,A2F13972FD64C7E64C86CB023EDF5051,295127568,15,1,3,1,12858034,31217743
2246,7FBFF7295DD69B261452D2BACF615DF0,295128058,8,2,1,1,12858020,31217743
2248,5164E0944AF6C9A627E8309536B46899,295128118,13,1,2,2,12858027,31217743
2249,4F80143AF88A91482D2DF5D298AD2242,295006364,17,1,1,1,12851478,31203106
2250,0FC09D44C86A8247C5E0257ADE47258B,295006409,16,2,1,1,12851466,31203106
2251,934AC9E83AFDD8EDFD75064AF6416C95,295006479,11,2,1,1,12851455,31203106
2252,CCFFBE4DE1ACA82B451D6A81BD449904,295006509,15,2,1,1,12851470,31203106
2253,9F257D99944E341C8CFEF369567D6197,295127426,17,1,1,1,12858038,31217743
2254,FECBB21AC4165530BDDCD121FB870349,295006714,13,1,2,1,12851465,31203106
2255,71884F94A8D3EB1D68EC8311B74443FE,295127553,19,2,3,1,12858045,31217743
2256,B5882C03B78F97551480531D3A1306E1,303461040,26,2,3,1,13212025,31202967
2257,9372D8C239F5490801900FAFCBD4375E,303461055,17,1,3,1,13212019,31202967
2258,B90DDDFB2F3E5CD91473C810350E39F2,303462232,17,1,0,1,13212560,31202967
2259,FB4A40DBAC136724CF207A6B5383677A,303462237,17,2,2,1,13212560,31202967
2260,679B449DC3B713778296338250BE6FD0,228836255,4,1,1,1,1739346,31205231
2261,2DC225D17895DC1D5DA34E4E9DAD12DF,227851962,11,1,0,1,12095015,31203092
2262,8F8B3636ED56CD91167399EE3041F02E,165654185,5,1,1,1,1741027,31205231
2264,45D9F15FB295D76FF4C789A7BAA7E11F,87935933,7,1,1,1,1741031,31205231
2265,89E8BFA88674A219985F95999EF03B44,111189315,5,2,1,1,1741028,31205231
2267,2C4561A5A9AFEC4D6926BB79A25D991B,229285752,4,1,1,1,1738691,31205231
2268,A15A24E25978BF5F4883573119F08C5E,299224871,0,2,0,1,13020187,31288144
2269,24F872DC029568E7C77AAE7AA8D9154B,295327169,9,1,1,1,12242267,31261009
2270,CDAF509BAC5A4C72D7D8284A0C382C35,303458948,14,2,0,1,13212561,31202967
2271,719094F9638A7639209B0F1D02637F24,286195479,12,2,3,1,12097579,31203092
2272,E043F6DC3313C92FB4F4BFC914E6B5A9,287406181,11,1,0,2,12097645,31203092
2273,573DB495AF34A82C0AD5A19353189A3F,286806285,8,1,3,1,12406060,31217751
2274,B0CCB289BEF5E2F9BF7E9A6A3BFCDA99,228835042,4,2,1,1,1739346,31205231
2275,C5D6D5D0CDE663A026A522FD5D1E6AFC,288008609,11,1,1,1,1741035,31205231
2276,AAD446A78B70E54B1FA498CF4BCD3507,303458641,14,2,0,1,13212017,31202967
2277,E45F4D096BF837116207DD6060D56FF6,303458785,12,2,0,1,13212024,31202967
2279,57165683D8EA48C071A0AD974770B983,304440735,6,1,1,1,8826062,31292451
2280,65337D11E316D3965D8AC344AFBC308A,312267521,12,2,1,1,6685394,31354848
2281,5CB83E1FF68AEE67458E6B788C1A478D,287613155,13,2,0,1,12097864,31203092
2282,E1B6FBEEF55F01512AB76300B4112BD2,234199367,8,1,3,1,580260,31203076
2283,918497F2B0A4B923F1CEE8DCEE3CA080,288488926,4,2,1,1,11990161,31266965
2284,D3ED20329B6F8A897273D63EE64AB3CA,300827577,3,1,0,1,9405186,31288110
2285,A2AE8B04A6222DDE16C1F7889B16F44C,298988332,55,2,1,1,12914703,31202983
2287,B9143D160D16E0E7513F802F300AE5F1,288136306,4,2,1,1,12537968,31261009
2288,A31F59A3F834270AEE956160E754DD30,288326262,13,2,0,1,12098074,31203092
2289,53B446A09CD3C557A87D4C93D0406A9F,300422302,3,1,1,1,5969234,31205265
2290,7CDDCA67143C272A109591FF900171AA,289947281,6,1,1,1,12241734,31261009
2291,DA832DB9D4AFDC6A2FDA48DEE1D2CF24,288722800,4,2,1,1,12294661,31261009
2292,FB6AF7ABA7665FAF7A8B9CA619CB4D79,230482000,13,2,1,1,12098178,31203092
2293,13103576679DA2ADF846527401FB8E3F,288119498,12,1,3,1,12542783,31310573
2295,CEB4DDE67BF98EB5678AFD3E1F28B961,290904589,4,1,1,1,12403833,31217751
2296,C865D581BAE15920BFF796FC41D137CF,310548575,3,1,1,1,12342455,31362476
2297,1F55AD5B10B787628BE78D1D1BA60052,188446531,6,1,1,1,646568,31203076
2298,AFE228402EC94F4135AF55D305F99D0D,244864829,3,2,3,1,12341591,31362476
2299,FDA8B7B1C6907222C0D931FBFF664031,308484999,0,2,0,1,12342358,31362476
2300,FD879FC385C63C60460AF2859CE49D12,310376935,12,2,1,1,8825356,31292451
2301,0C73B6F80C9DFD49D9E054130C57E174,310557837,10,2,1,1,9207990,31354848
2302,0B584FCCE9849033DCF0B03F8403C684,230506131,7,2,1,1,5957476,31205265
2303,57EE533A28BC43378856D159F37A7EC4,291558849,10,2,3,1,12012443,31202878
2304,4A72618FB9D15638C4D960A3189491A8,303462611,12,1,1,1,13212557,31202967
2305,652299A4BD4E0B701D19402327E203A2,291640769,4,2,1,1,12539549,31310573
2306,205B84ECACFB2F28C243B1D8EFC819E0,234977503,11,1,1,1,12737891,31205265
2307,99C9A36AA666999A1C917D57D902B931,322388656,12,2,1,1,87489,31205265
2308,44778C36C9A25BE4CAE659A451B48C03,323373297,5,2,1,1,9210286,31354848
2309,FC109FA3F5863FFE4FC8DFC7266EBA08,234419247,11,2,1,1,87493,31205265
2310,815AEF2A29EE07803DED3A1EE0728C78,234973073,11,2,2,1,12737891,31205265
2311,3EEC65990B58CE449BBC4D3B8E052CFB,235899104,12,2,1,1,87489,31205265
2312,B03DEBDB227F2C11018D0A8C2CA42464,294993649,15,1,2,1,12851355,31202975
2313,AF98B2B9D000246673111ED351619CD0,294993899,17,1,3,1,12851355,31202975
2315,02E3FAC5CCF391F943931D82AF1288BD,323621365,14,2,0,1,6685470,31354848
2316,FA1F99FF6460D601321E202094E7FBD4,222200319,5,1,1,1,87637,31205265
2317,E94E48F080A103B1469B5DD29F93F8D7,221252703,5,2,0,1,14219514,31203092
2318,FAFC10D2AE22A24235BEAF660EF314A4,326393530,3,2,0,1,14228117,31203092
2319,DF007FC5CD01F60A540308C37210A3D2,326164861,4,2,2,1,14218444,31203092
2320,E3D80A14C3536B7B31E5AF549BE29296,295155182,8,2,1,1,12857789,31202908
2322,9E307B382CFDC2D870430C547591160B,228177124,3,2,1,1,9254547,31242471
2323,3E4E0C26FA51E2AF4330FCE8BC26D19C,302741730,0,1,0,1,12344887,31348449
2324,999A3C03FF8A6BE5712448C08DE9DB36,326718214,16,1,0,1,14246992,31202894
2325,7D973593F33CBCCA7F229F09F529C8C6,229137430,2,2,1,1,9254522,31242471
2326,EDD0A0F6E2CF1C43DC36210A0054344C,326679855,14,1,0,1,14245915,31245674
2327,6F4C25D9D88CD89919D64C801D2A0375,295004607,13,1,0,1,12850436,31203009
2328,965FA436493E1E08D399183704779976,281209871,8,1,0,1,11881475,31251933
2329,A4F236635B6AC8C373926EA28978DD25,302877974,2,2,0,1,12345192,31348449
2330,F4559C76C6AA7F1F58E9F98BDA78885A,281442389,7,1,3,1,12135140,31316245
2331,F50B325F8C0D4E95C0BC4D7CD15DC4F6,281493019,8,1,1,1,12129114,31202983
2332,9FC82FE09003EE906B5AC827FF25ED45,281535714,8,2,1,1,12130083,31202983
2333,7E8552206997B3731D2DC84BC99B84E7,221946236,12,1,3,1,12144950,31316245
